z in mm,x in mm,y in mm
0.0,-0.03213913350472091,-1.945545531359363
0.6358381502890174,0.006386050101828478,-1.9462779643191994
1.2716763005780347,-0.020429588647955934,-1.933667195379095
1.907514450867052,-0.015469776286349917,-1.9538172969842775
2.5433526011560694,-0.02034156386869748,-1.9435909790364616
3.179190751445087,0.07885098204252702,-1.8752146499518119
3.815028901734104,0.2034715139414069,-1.9351432983012324
4.4508670520231215,0.18880446927166958,-1.9507681528724095
5.086705202312139,0.2588088571803567,-1.9602843296182748
5.722543352601156,0.18830051117364544,-1.9387464914510837
6.358381502890174,0.268587190172497,-1.974386873133219
6.994219653179191,0.25792032597179204,-1.9336329363517146
7.630057803468208,0.196449203224859,-1.9483423869595007
8.265895953757227,0.25346681382237574,-1.9885423327554108
8.901734104046243,0.1892815571067187,-1.974583323720878
9.53757225433526,0.24938189429062257,-2.0019961601961582
10.173410404624278,0.23104045715690777,-1.978348833987076
10.809248554913296,0.21058368489402154,-1.9739709520746127
11.445086705202312,0.26935516428387263,-1.94415253149836
12.080924855491329,0.19097528068293898,-2.019106380561144
12.716763005780347,0.2517989354329734,-1.9529008047587177
13.352601156069365,0.19524202939996285,-2.034411045364281
13.988439306358382,0.22043784160018204,-2.018079757956193
14.624277456647398,0.2956654107150139,-2.0420762639016523
15.260115606936417,0.2340240832393887,-2.0184795227797054
15.895953757225435,0.2641066392677763,-1.988489555958471
16.531791907514453,0.2395791060075921,-2.0009900665683578
17.167630057803468,0.16686877339619358,-1.999508321860772
17.803468208092486,0.25490318489179986,-2.009114441987062
18.439306358381504,0.2262564244771486,-1.96037745642912
19.07514450867052,0.24343727240034388,-1.9796998278033953
19.710982658959537,0.20623894354666578,-1.9980827585716996
20.346820809248555,0.17379086512052935,-1.990438720228287
20.982658959537574,0.26314313983207865,-2.006014047177235
21.618497109826592,0.31159992538331427,-2.0642869636860173
22.254335260115607,0.22094737174837079,-1.993806835966728
22.890173410404625,0.20477884510794772,-2.065776492229242
23.526011560693643,0.204316297222825,-1.9592583320983035
