z in mm,sigma xx in mm2,sigma xy in mm2,ysigma yx in mm2,sigma yy in mm2
0.0,151.43154078263913,21.15434466712474,21.15434466712474,131.73136333221132
0.6358381502890174,151.03188262769268,20.780172924964862,20.780172924964862,131.4946113004868
1.2716763005780347,150.9718315736753,20.831360620936813,20.83136062093682,131.22411806776387
1.907514450867052,151.31182178382525,20.963703538847373,20.963703538847376,131.848497724877
2.5433526011560694,151.73794780164738,20.593764984093685,20.593764984093685,133.03748863874577
3.179190751445087,151.75999360454634,20.529674370125782,20.529674370125782,132.31736908698187
3.815028901734104,152.71396940382016,20.71253001892926,20.71253001892926,133.45823281569326
4.4508670520231215,152.73318070725068,20.46740504291665,20.467405042916646,132.71301759478487
5.086705202312139,151.62792434946118,20.67401435267479,20.674014352674785,132.80247806140852
5.722543352601156,151.93515791426202,21.005435153872195,21.005435153872188,133.77895318514555
6.358381502890174,152.7194332830336,21.05343499130688,21.053434991306883,133.6176822330242
6.994219653179191,152.78967467461715,21.238062875051597,21.238062875051597,133.728140678014
7.630057803468208,152.4400054423208,20.8113933831457,20.8113933831457,134.17027527599078
8.265895953757227,152.39215633664452,20.787510221227617,20.78751022122762,134.02619105612573
8.901734104046243,152.65714265980677,21.085720397982872,21.085720397982872,133.99692805993976
9.53757225433526,151.66715189965325,20.414094046941525,20.41409404694153,133.09262011381236
10.173410404624278,152.38017789729716,21.20926392949992,21.20926392949992,134.25156583047414
10.809248554913296,152.36809229139817,20.982626643703128,20.982626643703128,135.02406954941108
11.445086705202312,152.51177393887735,21.45949115266267,21.45949115266267,135.55420338565372
12.080924855491329,152.35808920425103,20.902550100118678,20.902550100118674,133.34434685330947
12.716763005780347,152.88630445188858,21.162068824262025,21.162068824262025,135.25297107983505
13.352601156069365,152.080062853652,20.734194171090323,20.734194171090323,134.7036874944891
13.988439306358382,152.86745884793206,20.6017653003209,20.6017653003209,135.04480031767355
14.624277456647398,153.93395733510462,20.699651538134727,20.699651538134727,136.17894213111413
