z in mm,sigma xx in mm2,sigma xy in mm2,ysigma yx in mm2,sigma yy in mm2
660.0,216.1246865385884,9.895271570584748,9.895271570584745,192.19069640948211
659.3598448108633,214.9060493174523,9.33790206015197,9.337902060151974,193.53739697592974
658.7196896217265,214.92742740222172,9.964354920293909,9.964354920293909,192.21060326896193
658.0795344325898,215.10440775392692,10.047210730124878,10.047210730124878,193.0295882218866
657.439379243453,214.4402612817709,10.032173055081948,10.03217305508195,193.36188206706072
656.7992240543161,214.74615577988283,10.395864527451423,10.395864527451426,192.89490069060682
656.1590688651794,216.10742383290324,10.256783865909355,10.256783865909355,192.7064238610901
655.5189136760426,215.71711058866913,10.579793826160842,10.579793826160842,192.4486526788969
654.8787584869059,215.64507585428606,10.06691207238002,10.06691207238002,193.18075179657248
654.2386032977691,215.46720245662542,10.333846020585115,10.333846020585108,193.28217741091623
653.5984481086324,216.18151234536913,9.63085136561148,9.630851365611482,193.0454022542683
652.9582929194956,215.2635028038905,9.73663148148386,9.73663148148386,193.11247600844672
652.3181377303589,214.6336776621243,10.38307809004314,10.38307809004314,193.55266308719757
651.6779825412221,215.9804627347471,9.741845617412581,9.741845617412583,196.49648136339476
651.0378273520854,216.67789220799892,9.985096194207415,9.985096194207417,194.68821987840326
650.3976721629485,216.44493978735858,9.850111839251989,9.850111839251989,193.64323202051602
649.7575169738118,215.63715928070425,9.818913848855155,9.818913848855155,194.59874194804974
649.117361784675,216.21744291054264,9.44589269734743,9.445892697347434,194.50402984265233
648.4772065955383,217.16033719165196,9.897307569539976,9.89730756953998,194.88070783495075
647.8370514064015,217.3888045220715,9.532401618144544,9.532401618144544,195.28107776871255
647.1968962172648,216.5091902281944,8.913336409033176,8.913336409033176,195.7491128537996
646.556741028128,217.12315711211622,9.438371976245696,9.438371976245692,194.22953961296648
645.9165858389913,217.93336549714115,9.642242367993314,9.642242367993314,195.47272735778253
645.2764306498545,217.89936688030105,9.47782400850999,9.47782400850999,195.31804030461512
644.6362754607178,217.91552885728706,9.903414530230721,9.903414530230721,195.58164018336242
643.996120271581,217.52544813032134,9.305951365287825,9.305951365287829,196.4563962777498
643.3559650824442,217.18725778562302,8.811261713050687,8.811261713050685,195.52052110144976
642.7158098933074,217.89236319281127,9.67001159631809,9.670011596318094,196.44634756417688
642.0756547041707,218.13067751943,9.454813223976927,9.454813223976926,196.29731386358736
641.4354995150339,217.09158009587495,9.175741527564124,9.175741527564124,197.11512767644072
640.7953443258972,218.33693056536657,9.024536609290431,9.024536609290424,196.54668497916745
640.1551891367604,218.1846529316695,9.01199464181565,9.011994641815656,197.06174626269544
639.5150339476237,218.6666864994907,8.914802676947984,8.914802676947984,196.72973196479947
638.874878758487,218.37372901871865,8.888253810891992,8.888253810891992,197.06758904755233
638.2347235693502,218.5004656142131,9.256953639813219,9.256953639813222,197.13179978076954
637.5945683802133,219.37709042509476,9.050637368838975,9.050637368838972,197.89161395093777
636.9544131910766,219.3074272524338,8.730411993892377,8.730411993892377,197.3261709901412
636.3142580019398,219.06292787365143,9.434870109381798,9.434870109381798,197.54976820851476
635.6741028128031,218.64520698365408,9.168505815368045,9.168505815368048,197.44005106791928
635.0339476236663,219.50376584975362,8.60942756896941,8.609427568969412,199.72237601277502
634.3937924345296,220.62139610222385,8.734170379745649,8.734170379745644,198.27349030427357
633.7536372453928,219.42051207237358,8.967486420199567,8.96748642019957,197.2487498171146
633.1134820562561,219.4911858667333,9.160427136486623,9.16042713648663,197.17876405037336
632.4733268671193,218.94587641252514,8.725667269438494,8.725667269438494,198.4166094680812
631.8331716779826,219.49557781674162,8.92455013842629,8.92455013842629,198.3207984401162
631.1930164888457,219.36535259127038,9.048783571066624,9.048783571066622,198.45458056505163
630.552861299709,219.41927894773818,8.532873912840154,8.532873912840158,198.8615937164294
629.9127061105722,219.45198841457122,8.663673387704701,8.663673387704701,197.51132071657165
629.2725509214355,220.03039733298888,8.790683689026807,8.79068368902681,198.23722632072003
628.6323957322987,219.12229325793382,8.575178287439355,8.575178287439355,198.14460309151818
627.992240543162,219.91724616710007,8.877495295550034,8.877495295550034,198.31322866373623
627.3520853540252,219.32544993523763,9.178953828556308,9.178953828556308,198.07980389860185
626.7119301648885,219.5685903790027,8.746557750611748,8.74655775061175,197.5120662149226
626.0717749757517,219.78444932902485,8.872329527602236,8.872329527602236,197.44804688667682
625.431619786615,220.00802357196102,8.631383749165517,8.631383749165519,198.96519539200708
624.7914645974781,219.85103849784747,8.81330447443284,8.813304474432838,198.0794941721904
624.1513094083414,220.03208986367616,8.75967958093451,8.759679580934508,197.96240977502535
623.5111542192046,220.35832438001484,8.739860571871596,8.7398605718716,197.87860876366028
622.8709990300679,219.51462224618564,8.81197265646107,8.811972656461075,197.91145784628264
622.2308438409311,219.76293424657206,9.54610712753312,9.546107127533116,196.90862084332835
621.5906886517944,220.0826440753924,8.444880766503461,8.44488076650346,198.26866166889343
620.9505334626576,219.08031864344537,9.092863387169778,9.092863387169782,197.54974361178878
620.3103782735209,219.71467699367176,8.062071923238701,8.062071923238701,197.20392321577023
619.6702230843841,219.47794630694068,8.472157644237084,8.472157644237088,198.00527550451412
619.0300678952474,219.8677891724421,8.30124857640208,8.301248576402076,198.38480631517263
618.3899127061105,220.49055571660747,8.604243385599194,8.604243385599194,197.40117661695348
617.7497575169738,220.43803176778528,8.770221481539272,8.770221481539275,198.0750078984703
617.109602327837,221.00022237142812,8.432315021749384,8.432315021749393,197.2482962466844
616.4694471387003,220.24551266757646,8.656222717797409,8.656222717797409,197.4124831453291
615.8292919495635,220.30610553850443,8.581520167846712,8.581520167846714,199.03857393155087
615.1891367604268,220.67190622955744,8.986749407481074,8.98674940748108,197.2137307504311
614.54898157129,220.09473448827075,8.318050823166962,8.318050823166965,197.64595658111116
613.9088263821533,220.46640954061573,9.409734466683815,9.409734466683817,198.13562152788154
613.2686711930165,220.81631404420682,8.29698962261448,8.296989622614474,198.08678512451843
612.6285160038798,221.20217446326055,8.306028528884404,8.306028528884408,198.04084601110597
611.9883608147429,220.1380759322745,8.03957535266245,8.039575352662451,198.65989823261097
611.3482056256062,219.70166985675132,8.471107094681752,8.471107094681752,197.9954342552433
610.7080504364694,220.20172457238104,8.336759101632806,8.33675910163281,198.97218241661915
610.0678952473327,220.76682763630558,8.704273316065697,8.704273316065699,198.71736792802557
609.4277400581959,220.76157235063783,8.789709100930892,8.789709100930901,198.49186963632118
608.7875848690592,221.56649949158322,7.664314849231059,7.664314849231055,200.4878697766344
608.1474296799224,222.3533243867889,8.10778629267387,8.107786292673863,200.76371451676218
607.5072744907857,221.79531750543504,8.286765072997992,8.286765072997992,201.87272958403415
606.8671193016489,222.85720519861493,7.908157041389707,7.908157041389703,201.90508161556502
606.2269641125122,222.15640484068874,8.254946225528752,8.254946225528752,199.76315323642726
605.5868089233753,221.7786294288557,8.527209665022617,8.527209665022617,199.70596457433675
604.9466537342386,221.43628538913524,8.047564794253535,8.047564794253532,200.90613377151328
604.3064985451018,221.7753631503395,8.071335915895801,8.071335915895801,200.0919299223724
603.6663433559651,222.5983605055693,8.260595923020581,8.260595923020585,199.92329875049856
603.0261881668283,222.0945696980073,8.132548269013952,8.132548269013952,200.34428937833783
602.3860329776916,222.23508825469048,8.30653680125176,8.306536801251761,201.35711072308905
601.7458777885548,222.70319361508047,9.073324517949294,9.073324517949294,200.24011996774834
601.1057225994181,222.75140474910506,8.333679306041496,8.333679306041494,200.971236419127
600.4655674102813,222.80336779176255,7.99116693297001,7.99116693297001,200.15002697790527
599.8254122211446,222.50479645201747,8.375280264542715,8.375280264542715,200.80479042551195
599.1852570320077,222.5473952688681,8.558229061757206,8.55822906175721,201.33799579985558
598.545101842871,222.7933611895731,8.051220912687354,8.051220912687354,199.42673114901066
597.9049466537342,222.62149463269571,8.598419942076289,8.598419942076292,201.4600908044698
597.2647914645975,222.27772571349072,7.953488867453372,7.953488867453372,200.9656016959964
596.6246362754607,222.70316771023192,8.79213945358271,8.792139453582706,201.18728624664496
595.984481086324,222.55955338386943,8.327424474987422,8.327424474987426,200.65159046242087
595.3443258971872,222.43877744550335,7.876150245771875,7.876150245771875,200.27213144251905
594.7041707080505,221.91096280301812,8.186351116518688,8.186351116518695,201.24249428467434
594.0640155189137,223.41214082034523,8.403348038979551,8.403348038979551,200.3299626182087
593.423860329777,222.15381797586744,8.417788215660163,8.417788215660163,200.46920204448259
592.7837051406402,222.48485234779056,8.620590218191692,8.620590218191692,200.5614361425307
592.1435499515034,222.71656027527553,8.32757075106194,8.32757075106194,200.32666935741278
591.5033947623666,222.28250980193562,8.38970089458375,8.38970089458375,200.08261518339611
590.8632395732299,222.20414908243438,8.667085280130426,8.66708528013043,199.98041170228632
590.2230843840931,222.18314665685625,8.59853580965782,8.59853580965782,200.5026068522814
589.5829291949564,222.32377114597213,8.359317046489501,8.359317046489497,200.41924065090032
588.9427740058196,222.60745905994608,8.271351576167909,8.271351576167909,200.24185911820445
588.3026188166829,222.99560960769458,8.472784774532716,8.472784774532716,200.24831363420213
587.6624636275461,222.40479464308268,8.35128936930168,8.351289369301677,200.65135166086438
587.0223084384093,222.16841204938098,8.325408840972855,8.325408840972857,200.32199717945448
586.3821532492725,222.56923297789953,8.056422090277845,8.056422090277845,199.91817043711043
585.7419980601358,222.28006428525524,8.28988231167012,8.28988231167012,200.1920414805287
585.101842870999,222.07407216143278,8.892554233719517,8.892554233719512,201.0680750660464
584.4616876818623,222.04035820246725,8.321977239596244,8.321977239596237,200.4700561231345
583.8215324927255,222.36370791798873,7.98297498552295,7.982974985522944,200.71579912011785
583.1813773035888,222.37513668351355,8.018607484503141,8.018607484503143,201.12289509251028
582.541222114452,222.60525431474653,8.175473242095094,8.17547324209509,200.68885796303502
581.9010669253153,222.23659029567742,8.221042826026773,8.221042826026771,200.70751521093354
581.2609117361785,222.80465431830024,8.427896979625869,8.427896979625867,200.23813817609718
580.6207565470418,222.41829082894816,8.32110181724234,8.321101817242342,200.56555970137254
579.9806013579049,221.96925999783716,7.802863816734038,7.802863816734038,200.5733983415612
579.3404461687682,221.64430153882248,8.301326105767526,8.301326105767524,199.49283521134365
578.7002909796314,222.25870436721323,8.220561115600947,8.220561115600947,199.633076571253
