z in mm,sigma xx in mm2,sigma xy in mm2,ysigma yx in mm2,sigma yy in mm2
660.0,238.73611021945533,5.944863044334747,5.944863044334747,225.3306045382269
659.3860465116279,238.73674557081978,5.643396406957728,5.643396406957728,225.14394732488455
658.7720930232558,189.96983207003697,11.61193878926141,11.611938789261407,169.59157675798647
658.1581395348837,189.37907094759058,11.113836093315461,11.11383609331546,166.1608521988427
657.5441860465116,157.32464921252088,11.140942436269754,11.140942436269754,128.51085524135115
656.9302325581396,158.7670591512747,10.866544942508709,10.86654494250871,125.5820742574988
656.3162790697675,156.51428315868608,11.621207856762508,11.621207856762508,127.27509280866157
655.7023255813954,156.2284954368616,11.938827179471506,11.938827179471502,125.49987266053998
655.0883720930233,155.97462929245344,11.285955907163677,11.285955907163677,123.6602607016686
654.4744186046512,156.30663423830205,11.50393651697453,11.50393651697453,124.73014319386314
653.8604651162791,156.98380914354414,10.86944939131988,10.86944939131988,124.32787629527374
653.246511627907,156.9697808866234,11.157525294688295,11.157525294688295,128.06891533830807
652.6325581395349,155.8829121190245,11.032203776231706,11.032203776231706,128.3891389045918
652.0186046511628,155.51307929184856,11.197310677317077,11.197310677317077,130.67596345967698
651.4046511627907,158.176044445305,11.156060345922963,11.156060345922961,131.22332137726048
650.7906976744187,160.35245847402945,11.312949690201844,11.312949690201842,132.32820393327916
650.1767441860466,158.12204366244833,11.164612151595781,11.164612151595781,131.2273903053168
649.5627906976745,159.91764323646004,11.401439274006526,11.401439274006528,130.7222691145522
648.9488372093023,158.8547712727748,11.421751417243469,11.42175141724347,130.46814543260584
648.3348837209302,161.37849613672356,11.941900762735733,11.941900762735731,132.65742435244726
647.7209302325581,159.50102539470836,12.287569408161806,12.287569408161806,129.86537958422173
647.106976744186,159.74683056863302,12.207605912640997,12.207605912640997,132.00600907634956
646.4930232558139,160.56002892554443,11.889108487327023,11.889108487327027,133.47330315903142
645.8790697674418,162.2434045259813,11.251278384743895,11.251278384743895,132.68291682864873
645.2651162790697,159.92909732437164,11.152622867100291,11.152622867100291,130.7532757916986
644.6511627906976,158.78111263526188,10.810678663948755,10.810678663948753,131.9435666575809
644.0372093023256,158.76510323796742,11.681554125788526,11.681554125788526,132.88831097940525
643.4232558139535,159.77183194553515,11.399903315779248,11.399903315779248,131.83036698995664
642.8093023255814,158.26926075761736,10.826622323870986,10.826622323870989,133.41797094564737
642.1953488372093,160.60428782341845,10.809300339746045,10.809300339746043,134.25960740256917
641.5813953488372,159.7007535500155,11.309876191775762,11.309876191775762,133.0081329849
640.9674418604651,160.08323165897323,10.651808963877901,10.651808963877901,133.8624767620353
640.353488372093,159.8094768312636,11.289742630038134,11.289742630038134,134.99067766718736
639.7395348837209,161.86314033044283,11.073859094059793,11.073859094059793,134.10728922741893
639.1255813953488,161.11753883897836,11.37414859937497,11.374148599374971,134.69366413098646
638.5116279069767,161.1105615439372,12.05165879113932,12.051658791139323,134.04351632239178
637.8976744186047,160.01139348204444,11.848789673275062,11.848789673275066,134.11529060146648
637.2837209302326,160.99429138277313,10.817749456993882,10.817749456993884,130.9545439489834
636.6697674418605,160.58386218883055,10.945566276536214,10.945566276536214,133.78810364776064
636.0558139534884,161.83005025912564,11.519704755067583,11.519704755067583,132.9279815921417
635.4418604651163,162.42955963990437,12.03284616054608,12.03284616054608,135.72751878114374
634.8279069767442,158.1690760574893,11.433092548419292,11.433092548419294,131.50503873225205
634.2139534883721,160.00650359395027,11.114488391678828,11.114488391678828,133.7675787203932
633.6,161.12531700509732,11.48292284171065,11.48292284171065,134.64005518629972
632.9860465116279,159.2479962676892,12.004175762397663,12.004175762397667,134.66097247618941
632.3720930232558,160.7270592386716,11.274073528044626,11.274073528044626,137.57057526378355
631.7581395348838,162.83151769898143,11.989644962693749,11.989644962693747,135.26591549225816
631.1441860465117,160.3558611002957,11.109287934959227,11.109287934959225,133.19209531029884
630.5302325581396,162.01017185513913,10.777550458492769,10.777550458492769,133.19566194349605
629.9162790697675,162.60132228668752,11.352947222884618,11.352947222884616,134.40607322082707
629.3023255813954,163.7227407064225,10.93094619881757,10.93094619881757,136.05384382370025
628.6883720930233,161.9024855842297,10.848394111611118,10.848394111611118,135.42861767868328
628.0744186046512,164.18124259422103,11.864514662815756,11.864514662815756,135.72403722154937
627.460465116279,164.98655041550785,12.348333416540312,12.348333416540315,138.9888091180034
626.8465116279069,163.92565128041164,11.11545256649655,11.11545256649655,135.19739613737053
626.2325581395348,163.86091550964304,10.79604392270097,10.796043922700973,136.5801634768905
625.6186046511627,161.43725768220682,10.902187915948156,10.902187915948154,136.155994662976
625.0046511627907,164.17154736918175,11.23768156359398,11.237681563593982,136.9521981253193
624.3906976744186,164.0717050827679,11.382503997773407,11.38250399777341,137.83920249111583
623.7767441860465,164.5045027524915,10.72676319209245,10.726763192092449,138.28707705807892
623.1627906976744,163.59599829651032,10.503855650983596,10.503855650983596,139.55257349723553
622.5488372093023,165.81900062873126,11.051557902503546,11.051557902503546,143.46322182903165
621.9348837209302,166.102639824951,11.573342226623058,11.573342226623058,142.11119774866862
621.3209302325581,168.96054623657707,11.993786141930498,11.993786141930498,141.42445282384463
620.706976744186,167.15971081411027,11.655485513455119,11.655485513455123,141.68884633623972
620.0930232558139,164.00873334340315,11.82221473501657,11.82221473501657,138.49004994118425
619.4790697674418,165.7670721726249,11.264202911678375,11.264202911678375,137.2124178568071
618.8651162790698,167.24693691025806,11.228600783566177,11.228600783566172,140.09127040679513
618.2511627906977,165.5781180342558,12.165406173915667,12.165406173915667,140.8219096398635
617.6372093023256,167.61765239526056,11.116609648813325,11.116609648813327,138.44289929900367
617.0232558139535,166.6315129048794,11.003793944794669,11.003793944794669,139.0645017180923
616.4093023255814,165.43725662773045,11.453237760662343,11.453237760662342,140.64196284982233
615.7953488372093,166.00513624883038,11.240781829470734,11.240781829470738,140.7384386174655
615.1813953488372,165.50861465053325,10.830261341293966,10.83026134129397,139.42394083581516
614.5674418604651,164.2551681749416,11.417963053011201,11.4179630530112,139.92873670882378
613.953488372093,166.569314858064,11.056039343257243,11.056039343257243,141.4645188251804
613.339534883721,165.68897736528655,11.946568891669571,11.946568891669571,143.1267295855386
612.7255813953489,166.530106241211,11.308665415143743,11.308665415143741,141.246236479667
612.1116279069768,166.83283083781683,11.320711698358796,11.320711698358792,143.95182794153285
611.4976744186047,165.52131376261136,12.041447367554015,12.041447367554019,144.4930424549215
610.8837209302326,166.97131623044854,11.218514391573258,11.218514391573258,139.35944025580778
610.2697674418605,164.74576830843958,11.110071692589214,11.110071692589214,140.470673780024
609.6558139534884,165.4271142903574,11.215280716372583,11.215280716372583,141.3861284599513
609.0418604651163,165.65467542695825,11.779748155322356,11.779748155322352,143.12420947088714
608.4279069767442,164.42669581430988,11.62066094640881,11.620660946408806,146.22143342698328
607.8139534883721,166.86518412145853,12.582175674971774,12.582175674971772,143.5335795811453
607.2,167.11757393016913,11.436002178875357,11.436002178875357,144.69830553896003
606.586046511628,166.57813687211697,11.544081934432052,11.544081934432052,146.6585344750736
605.9720930232559,166.27068620519915,11.259537558856758,11.25953755885676,147.033682187561
605.3581395348838,164.32487458532987,11.46218095834963,11.46218095834963,147.4960072685827
604.7441860465116,166.13947093832496,11.298865751985463,11.298865751985463,146.62958656821706
604.1302325581395,169.4187043291689,10.226732899335952,10.226732899335952,145.0708213303361
603.5162790697674,169.19069303521502,10.424482919578326,10.424482919578326,144.17038324712507
602.9023255813953,169.64645144597773,10.576314391483638,10.576314391483635,145.70620355021063
602.2883720930232,169.04744358640463,9.84236637184417,9.84236637184417,150.49594132541742
601.6744186046511,166.66509555664706,10.123617850007642,10.123617850007642,147.15996792296053
601.060465116279,166.51771749926786,11.751150049658698,11.751150049658701,147.05388742535243
600.446511627907,168.1704227089675,12.033482011334195,12.033482011334199,146.64048253407327
599.8325581395349,167.0448086866842,11.243114909096784,11.243114909096787,148.44953314226348
599.2186046511628,166.18367503006593,11.35753694557596,11.35753694557596,149.86476148000864
598.6046511627907,166.71136507148293,11.29110422008144,11.291104220081438,149.84919214183105
597.9906976744186,164.01056264169694,11.623682141872973,11.623682141872969,149.61848941643035
597.3767441860465,164.14451073272951,12.195571063666156,12.195571063666161,148.73731766676488
596.7627906976744,165.73204835503498,11.178275221384595,11.178275221384594,150.10287188729578
596.1488372093023,167.52850813697282,11.64992524705963,11.649925247059633,148.9258888227544
595.5348837209302,168.16488181124396,11.193933282433603,11.193933282433603,152.75248115373878
594.9209302325581,168.09641973858714,10.777075737257588,10.777075737257588,151.9607615979948
594.306976744186,166.4667656749812,12.01037112000749,12.01037112000749,152.62015690205612
