z in mm,x in mm,y in mm
0.0,1.3926829711253867,-1.5127502215071327
0.7166123778501629,1.3696273962841492,-1.413515498718645
1.4332247557003257,1.3891442309696436,-1.3206827528453087
2.1498371335504887,1.436825267115209,-1.436224661353836
2.8664495114006514,1.362186023097044,-1.3395775030585881
3.583061889250814,1.347703932029717,-1.5204335056800855
4.299674267100977,1.3463558307346974,-1.3470439345124294
5.01628664495114,1.3969925951829802,-1.5704976676273676
5.732899022801303,1.3259354878970324,-1.3662391198369463
6.449511400651466,1.3512625102179021,-1.457724667180724
7.166123778501628,1.4164686244050806,-1.402263366927845
7.8827361563517915,1.3982613223593578,-1.5627078755188912
8.599348534201955,1.430532126563724,-1.4302968548909514
9.315960912052118,1.395121670259382,-1.5000475910030509
10.03257328990228,1.3285098884409137,-1.418578306171933
10.749185667752442,1.395742125929215,-1.3952525599638472
11.465798045602606,1.3839308212614725,-1.4613881056555216
12.182410423452769,1.3710555945031762,-1.43251428701777
12.899022801302932,1.3730310436249142,-1.4318907748248728
13.615635179153093,1.3704199024078358,-1.3447619171546557
14.332247557003257,1.3171278924545717,-1.2771100798844768
15.04885993485342,1.364618164113121,-1.330980676038081
15.765472312703583,1.3922496607785124,-1.4865701877985495
16.482084690553744,1.2821241351307766,-1.5011350959692507
17.19869706840391,1.3745080742130664,-1.422104933820625
17.91530944625407,1.419450230896844,-1.4344017040603934
18.631921824104236,1.3861972357355148,-1.4586804992082767
19.348534201954397,1.396024388140619,-1.3246623282991596
20.06514657980456,1.3571493635886438,-1.3170519017763416
20.781758957654723,1.3837815608488175,-1.4474410331572611
21.498371335504885,1.376674892770306,-1.4168978183280956
22.21498371335505,1.420883499750511,-1.395385695102396
22.93159609120521,1.4100366251459757,-1.265090932295574
23.648208469055373,1.3794290271009473,-1.4431647966773031
24.364820846905538,1.394220983152401,-1.2935203150228043
25.0814332247557,1.3376765464388558,-1.3433753224739562
25.798045602605864,1.3251121243814543,-1.3349716599142054
26.514657980456025,1.4092614744054266,-1.3585982359146567
27.231270358306187,1.3185285324665605,-1.3812726846623775
27.94788273615635,1.340676978831873,-1.3130091333755591
28.664495114006513,1.303794433816915,-1.3482877990276054
29.381107491856678,1.3621759899731667,-1.4564946874349716
30.09771986970684,1.4467570159662475,-1.424432252031136
30.814332247557,1.3732618142838866,-1.3835182206635466
31.530944625407166,1.4014533933774185,-1.2961584631357501
32.24755700325733,1.3859170286193785,-1.2485702042057771
32.96416938110749,1.3944272011109353,-1.324893458525456
33.68078175895766,1.355429396194606,-1.2618566322030076
34.39739413680782,1.3387302389518325,-1.4432095608507536
35.11400651465798,1.3603228140113834,-1.372272846169809
35.83061889250814,1.3480648453494473,-1.25328281819646
36.5472312703583,1.4018853906858872,-1.2923316419580337
37.26384364820847,1.4327574547309652,-1.2855481694329618
37.98045602605863,1.3259180626986424,-1.2847511671567968
38.697068403908794,1.3631745892815998,-1.3877613970014435
39.413680781758956,1.3739969634859506,-1.3635271117883039
40.13029315960912,1.3658716613276798,-1.2079987358515203
40.846905537459286,1.361406265344426,-1.2994938840373957
41.56351791530945,1.3608435520527762,-1.2650562519875668
42.28013029315961,1.3323333916127291,-1.2980075439412866
42.99674267100977,1.389119863410436,-1.3066323124674986
43.71335504885993,1.3500763883898625,-1.4858127520403506
44.4299674267101,1.410407529772154,-1.4421590584562638
45.14657980456026,1.355355546805476,-1.4512461301612947
45.86319218241042,1.4127385246879136,-1.3390740821346188
46.579804560260584,1.4005731462929285,-1.4106578433543118
47.296416938110745,1.3321860380869623,-1.2970090619522625
48.013029315960914,1.3776036448756268,-1.3519681360609022
48.729641693811075,1.3781831625342924,-1.3157598639254109
49.44625407166124,1.3803979421840278,-1.3504680339167852
50.1628664495114,1.3612464621656013,-1.428332523386607
50.87947882736156,1.3479081461298563,-1.1549202954782078
51.59609120521173,1.339183574718945,-1.2890111903841055
52.31270358306189,1.37347952454039,-1.2282047766840265
53.02931596091205,1.371214357060054,-1.2077048021907901
53.74592833876221,1.3473694821047777,-1.2014958095530575
54.462540716612374,1.3599116732967844,-1.1435462340757192
55.17915309446254,1.3545875127983285,-1.2602250426910204
55.8957654723127,1.3415426420253078,-1.3431678342675673
56.612377850162865,1.359895476981416,-1.3738687845043265
57.328990228013026,1.3026777193416983,-1.298566712128902
58.04560260586319,1.3617149338447514,-1.4511918832383675
58.762214983713356,1.3938897345707388,-1.248503742831673
59.47882736156352,1.3111354916219788,-1.3207204752093316
60.19543973941368,1.3953105003795312,-1.292561884466768
60.91205211726384,1.3533883846147268,-1.197763689503352
61.628664495114,1.420560524560818,-1.197079458489172
62.34527687296417,1.40595244508755,-1.1743205087442916
63.06188925081433,1.3454069286918793,-1.290405541415337
63.77850162866449,1.4639204484023087,-1.296509786405939
64.49511400651465,1.3755758519631394,-1.2309662465414946
65.21172638436482,1.355630532443443,-1.3007518124903827
65.92833876221498,1.3723659027330113,-1.3235226615295757
66.64495114006515,1.3037402224767387,-1.1271296984715367
67.36156351791531,1.3940620096986642,-1.2015655805755063
68.07817589576547,1.4186087173767374,-1.1318489488169337
