z in mm,x in mm,y in mm
0.0,6.805583483268246,-3.8617286228059804
0.5978260869565217,6.79134436078584,-3.852666137917962
1.1956521739130435,6.794223208271687,-3.8475539269799643
1.7934782608695652,6.77814946901126,-3.8287175477940827
2.391304347826087,6.759246251459249,-3.773034891659956
2.9891304347826084,6.765719548782373,-3.8327612392847907
3.5869565217391304,6.778583661032092,-3.845974174420763
4.184782608695652,6.729951304089232,-3.8220874839986356
4.782608695652174,6.717931378720161,-3.7574908433515426
5.380434782608695,6.74444865038412,-3.72359207001662
5.978260869565217,6.748987900689131,-3.782744063239587
6.576086956521739,6.739951020443426,-3.7564345603162446
7.173913043478261,6.70362160848484,-3.7791001267595665
7.771739130434782,6.7172655131494645,-3.6925018685443134
8.369565217391305,6.7327212712476445,-3.775063608364524
8.967391304347826,6.787543524620043,-3.805351551499088
9.565217391304348,6.7478850303016475,-3.7672834525972716
10.16304347826087,6.758105886581846,-3.773676708118136
10.76086956521739,6.722700463856623,-3.7691136724523604
11.358695652173912,6.767414087134416,-3.8354734627689475
11.956521739130434,6.721413257823465,-3.797255021922287
12.554347826086957,6.706557203843708,-3.7555355724112447
13.152173913043478,6.697091113365817,-3.776111150546656
13.75,6.737997311341298,-3.80882661682608
14.347826086956522,6.747674241159504,-3.8190953098786937
14.945652173913043,6.714043208019258,-3.7638476470375206
15.543478260869565,6.694187368589218,-3.7944992151497363
16.141304347826086,6.74155092938728,-3.7603405704466133
16.73913043478261,6.699581750076452,-3.82404594338724
17.33695652173913,6.693903345897363,-3.8088254784424542
17.934782608695652,6.715151817425287,-3.786518217062138
18.532608695652172,6.842501453172826,-3.7276851301688394
19.130434782608695,6.9756230934183945,-3.820274677218596
19.72826086956522,6.95148987305688,-3.8738914839942438
20.32608695652174,6.907530095556844,-3.889452585945391
20.92391304347826,6.935089029269758,-3.8076701966966833
21.52173913043478,6.9077282366574035,-3.833145853285683
22.119565217391305,6.967339685351904,-3.8444150117347826
22.717391304347824,6.9257580241334065,-3.7335920333238364
23.315217391304348,6.944935962692701,-3.807486031450902
23.913043478260867,6.87623298093781,-3.8078061585657443
24.51086956521739,6.835669886832513,-3.739359115732627
25.108695652173914,6.906937704342216,-3.7538524275932983
25.706521739130434,6.8108071725798585,-3.827003702097216
26.304347826086957,6.943995532743723,-3.8431708796047652
26.902173913043477,6.86535380534931,-3.7906795574062038
27.5,6.8680807455057815,-3.7739281613180213
28.09782608695652,6.918331150682129,-3.7569578253253284
28.695652173913043,6.857671314899275,-3.7359633708934084
29.293478260869566,6.942087819190059,-3.7510634010591795
29.891304347826086,6.8598173430648846,-3.7768970573072083
30.48913043478261,6.8324293079809335,-3.776005830532351
