z in mm,x in mm,y in mm
0.0,8.82328849979264,-4.388817194691332
0.6489675516224189,8.76036896135155,-4.398269702540075
1.2979351032448379,8.794887599969679,-4.357460612796389
1.9469026548672568,8.759707494347143,-4.324607467302899
2.5958702064896757,8.775198275817608,-4.31345023781362
3.2448377581120944,8.802447002446872,-4.323321595625949
3.8938053097345136,8.685484962730161,-4.306654559503865
4.542772861356933,8.717232994346187,-4.383739581014579
5.191740412979351,8.70953457388795,-4.407904477356769
5.84070796460177,8.712648564075069,-4.389259675002423
6.489675516224189,8.794109927151135,-4.384967128624954
7.138643067846608,8.739119083942768,-4.289340941716921
7.787610619469027,8.74800592333005,-4.400377760202071
8.436578171091446,8.697578689171314,-4.390651982504884
9.085545722713865,8.673324144060691,-4.448201375143946
9.734513274336283,8.76912562888384,-4.450822502922373
10.383480825958703,8.650767790246906,-4.437891612771202
11.032448377581122,8.645577548354606,-4.371714555620938
11.68141592920354,8.697094702780538,-4.370094929189906
12.33038348082596,8.64719004096178,-4.453464544223981
12.979351032448378,8.694883254994206,-4.465214279644822
13.628318584070797,8.666987421352639,-4.402988704551559
14.277286135693217,8.664401784777777,-4.308215614556466
14.926253687315635,8.746623223517153,-4.345524576069651
15.575221238938054,8.623615111409201,-4.433401674033515
16.224188790560472,8.630925999146816,-4.471262355398639
16.87315634218289,8.574949669052735,-4.503962305241996
17.52212389380531,8.548918395444309,-4.325780769240261
18.17109144542773,8.598100291629427,-4.457742055366314
18.82005899705015,8.557543359156757,-4.311398863426898
19.469026548672566,8.654793965554854,-4.287518115682184
20.117994100294986,8.54610770100369,-4.3517962566682655
20.766961651917406,8.51073974875737,-4.400756060035842
21.415929203539825,8.594326716968448,-4.487354831879783
22.064896755162245,8.494265590769372,-4.300697261601242
22.71386430678466,8.579000107369312,-4.433624440754518
23.36283185840708,8.500935186834093,-4.4709684871579025
24.0117994100295,8.490998427758546,-4.396494684423794
24.66076696165192,8.507130977278171,-4.536201346515953
25.30973451327434,8.47606664296778,-4.374512446219127
25.958702064896755,8.468067973567399,-4.431642168074844
26.607669616519175,8.372806650520088,-4.415956434059947
27.256637168141594,8.447024048538278,-4.2931092758325455
27.905604719764014,8.414177804562556,-4.501156712967791
28.554572271386434,8.366852348601933,-4.397202968594821
29.203539823008853,8.425857252131523,-4.38624088900755
29.85250737463127,8.344143533127248,-4.441590214859316
30.50147492625369,8.390589666292124,-4.466365674314423
31.15044247787611,8.435563913495356,-4.41303311244918
31.799410029498528,8.349907543981756,-4.397241526345415
32.448377581120944,8.414140361675745,-4.3925661583880915
33.097345132743364,8.343435888084679,-4.406392683304717
33.74631268436578,8.311488337315856,-4.397060195498641
34.3952802359882,8.236014212348381,-4.520162662068072
35.04424778761062,8.219440460375187,-4.507954909340577
35.69321533923304,8.358925951261538,-4.329715362155808
36.34218289085546,8.33855974808758,-4.395631657448708
36.99115044247788,8.266668723187843,-4.427648803640607
37.6401179941003,8.323133550393921,-4.400239712751836
38.28908554572271,8.186800689900489,-4.350019103100461
38.93805309734513,8.218989034251877,-4.433664687839334
39.58702064896755,8.141321492682586,-4.425429273867787
40.23598820058997,8.142301753556577,-4.508053908614478
40.88495575221239,8.287372623459314,-4.428758295760535
41.53392330383481,8.152725739726813,-4.378393284448761
42.18289085545723,8.233167094379994,-4.472209179496751
42.83185840707965,8.145983861546624,-4.541742685773816
43.48082595870207,8.139778709530278,-4.44455621174771
44.12979351032449,8.147187314420734,-4.52702307570883
44.77876106194691,8.117998017616433,-4.419044981797664
45.42772861356932,8.08719003986229,-4.483304033368437
46.07669616519174,8.070386010910118,-4.496921481279218
46.72566371681416,8.037475234962653,-4.44761266688863
47.37463126843658,8.133026291366917,-4.556747432803507
48.023598820059,8.057519200741414,-4.419632796907867
48.67256637168142,7.943413189185269,-4.419867867056774
49.32153392330384,7.98508860537035,-4.587599762205388
49.97050147492626,7.930171160156431,-4.440812008336084
50.61946902654868,8.04207763210104,-4.440647339661985
51.2684365781711,7.888282301830965,-4.515429615114205
51.91740412979351,7.895981534914452,-4.392823340180448
52.56637168141593,7.923051524709235,-4.4334324058568555
53.21533923303835,7.926169051829554,-4.480243663137985
53.86430678466077,8.010601990263632,-4.5449003509128705
54.51327433628319,7.866152654269168,-4.39264367457742
55.16224188790561,7.8489920906991895,-4.51057378733922
55.81120943952803,7.934349744028765,-4.515408138054548
56.46017699115045,7.878820928392968,-4.474781612764067
57.10914454277287,7.974667385973003,-4.574576493901736
57.75811209439529,7.830065602225076,-4.4827756367993645
58.407079646017706,7.8539877424345645,-4.544919431896787
59.05604719764012,7.884841738066577,-4.46678520910027
59.70501474926254,7.806994345347283,-4.499120779911167
60.35398230088496,7.92605695843799,-4.511083253342143
61.00294985250738,7.748170047366333,-4.501273629802284
61.6519174041298,7.785869448451133,-4.616845563910371
62.30088495575222,7.757003990144385,-4.544599099904881
62.949852507374636,7.774459307344453,-4.527190381392108
63.598820058997056,7.857225038065484,-4.598609070031078
64.24778761061947,7.7731922782558325,-4.5681518236486705
64.89675516224189,7.705588325716088,-4.506271279311171
65.54572271386431,7.706036588614958,-4.534023996837462
66.19469026548673,7.698761468832532,-4.505585513760871
66.84365781710915,7.740965408926642,-4.52766242262772
67.49262536873157,7.687608404907997,-4.525337113975335
68.14159292035399,7.687866789573063,-4.480550569724416
68.7905604719764,7.6144242030695715,-4.465899673684763
69.43952802359883,7.641300342127286,-4.484095255852861
70.08849557522124,7.61759076071072,-4.52986592783496
70.73746312684366,7.512016205147597,-4.5364514081948615
71.38643067846608,7.556216085535882,-4.503489896191109
72.0353982300885,7.502510570637856,-4.496084056322105
72.68436578171092,7.565185503133828,-4.446797989242239
73.33333333333334,7.669611166213097,-4.431773502941897
73.98230088495576,7.498014666220687,-4.608579734700479
74.63126843657818,7.511630886523781,-4.523954080401051
75.2802359882006,7.483995206249477,-4.539040053687221
75.92920353982302,7.462591179524672,-4.58311168188657
76.57817109144543,7.518847352715116,-4.6223428725692655
77.22713864306785,7.4330891866524595,-4.601513929450458
77.87610619469027,7.394755983776924,-4.581345473257257
78.52507374631269,7.375230038570928,-4.5786201436437635
79.1740412979351,7.3986516145924925,-4.546541713557337
79.82300884955752,7.384668136998238,-4.632894253598855
80.47197640117994,7.271669035489347,-4.647148896411602
81.12094395280236,7.3451740118275115,-4.706571966489165
81.76991150442478,7.2958909844367925,-4.637690500831708
82.4188790560472,7.258754828932781,-4.686272328830836
83.06784660766962,7.328363936717894,-4.578968793957926
83.71681415929204,7.242560240806015,-4.669287284006369
84.36578171091446,7.281672913809272,-4.589716994088585
85.01474926253688,7.245151413706724,-4.646306600220999
85.6637168141593,7.222445023269933,-4.5696818499967815
86.31268436578172,7.322281469463555,-4.665597236605713
86.96165191740414,7.157348790968573,-4.604561240568899
87.61061946902656,7.240381471691502,-4.579012600971444
88.25958702064898,7.123978104354893,-4.702234202653635
88.9085545722714,7.139729185498292,-4.667148522861377
89.55752212389382,7.165554908865033,-4.605858842940336
90.20648967551622,7.094021387481183,-4.702402305387471
90.85545722713864,7.1153073910048406,-4.618505657825526
91.50442477876106,7.036380387500273,-4.660337315033083
92.15339233038348,7.036869462616462,-4.663139764934141
92.8023598820059,7.125516571596781,-4.640182649546842
93.45132743362832,7.006931059513382,-4.662402728723183
94.10029498525074,6.959464199701688,-4.672570478616378
94.74926253687316,7.021782232840877,-4.678818912920195
95.39823008849558,7.047213659305426,-4.587367462796241
96.047197640118,7.079300933134244,-4.4824953627376
96.69616519174042,6.83306595069589,-4.7620823549425415
97.34513274336284,6.947685974119905,-4.676339682966717
97.99410029498526,6.920322032374818,-4.690663776871621
98.64306784660768,6.9695558129333595,-4.627179531167539
99.2920353982301,7.007808505259809,-4.644169029542771
99.94100294985252,6.883856957294453,-4.77481173205483
100.58997050147494,6.892333313538286,-4.748689655834293
101.23893805309736,6.848876363201696,-4.7442552717286635
101.88790560471978,6.8709168971406935,-4.697667673299386
102.5368731563422,6.944660281036947,-4.713756303570909
103.18584070796462,6.769905179606394,-4.75105962598409
103.83480825958702,6.817978327568906,-4.757643136955574
104.48377581120944,6.746476201347188,-4.738747202153021
105.13274336283186,6.750237971773126,-4.7387813523473
105.78171091445428,6.781320092421679,-4.675788987506791
106.4306784660767,6.6923346974725275,-4.704525321248686
107.07964601769912,6.789149897209935,-4.658443477234661
107.72861356932154,6.668584383513398,-4.698792799657499
